id,age,country,language,personality,reading_habits,favourite_genres,patience
ID0390,55,France,French,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID0391,40,United Kingdom,English,Extrovert,Weekly,Biography & Memoir,Moderate
ID0392,39,France,French,Introvert,Weekly,History,High
ID0393,40,Mexico,Spanish,Extrovert,Daily,Romance,High
ID0394,62,United States,English,Extrovert,Monthly,Mystery & Thriller,Moderate
ID0395,73,France,French,Ambivert,Monthly,Fiction,Low
ID0396,21,South Korea,Korean,Ambivert,Several times a week,Business,Moderate
ID0397,22,India,Hindi,Ambivert,Rarely,Fiction,Low
ID0398,22,Brazil,Portuguese,Introvert,Several times a week,Business,High
ID0399,26,Mexico,Spanish,Introvert,Weekly,Fiction,Moderate
ID0400,52,United States,English,Extrovert,Rarely,Biography & Memoir,Low
ID0401,30,Germany,German,Extrovert,Several times a week,History,Moderate
ID0402,28,Canada,English,Extrovert,Daily,Mystery & Thriller,Low
ID0403,19,United Kingdom,English,Introvert,Monthly,Mystery & Thriller,Low
ID0404,75,India,Hindi,Introvert,Monthly,History,High
ID0405,43,United States,English,Introvert,Daily,Science & Technology,High
ID0406,70,India,Hindi,Ambivert,Weekly,Business,High
ID0407,57,India,Hindi,Ambivert,Several times a week,Mystery & Thriller,Low
ID0408,51,United Kingdom,English,Ambivert,Daily,Fantasy,Moderate
ID0409,35,China,Mandarin Chinese,Introvert,Daily,Fantasy,Low
ID0410,40,Australia,English,Extrovert,Daily,Science Fiction,Low
ID0411,57,Germany,German,Introvert,Daily,Romance,Moderate
ID0412,45,Nigeria,English,Ambivert,Weekly,Comics & Graphic Novels,Moderate
ID0413,64,United States,English,Introvert,Several times a week,History,Moderate
ID0414,30,Canada,English,Ambivert,Rarely,Science Fiction,Moderate
ID0415,29,China,Mandarin Chinese,Ambivert,Rarely,Science & Technology,Moderate
ID0416,71,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID0417,53,India,Hindi,Introvert,Weekly,Comics & Graphic Novels,Moderate
ID0418,52,Nigeria,English,Introvert,Several times a week,Biography & Memoir,Moderate
ID0419,56,Canada,English,Extrovert,Daily,Science Fiction,Low
ID0420,67,United States,English,Ambivert,Daily,Comics & Graphic Novels,High
ID0421,55,China,Mandarin Chinese,Ambivert,Weekly,Mystery & Thriller,High
ID0422,57,United Kingdom,English,Ambivert,Weekly,Poetry,Moderate
ID0423,75,South Korea,Korean,Ambivert,Weekly,Fiction,Moderate
ID0424,40,India,Hindi,Ambivert,Several times a week,Science Fiction,High
ID0425,40,United Kingdom,English,Extrovert,Several times a week,Science & Technology,Moderate
ID0426,69,Sweden,Swedish,Extrovert,Weekly,Biography & Memoir,High
ID0427,39,India,Hindi,Ambivert,Several times a week,Comics & Graphic Novels,High
ID0428,44,Sweden,Swedish,Introvert,Several times a week,Fantasy,Low
ID0429,60,Canada,English,Ambivert,Weekly,Fiction,High
ID0430,32,India,Hindi,Introvert,Several times a week,Biography & Memoir,High
ID0431,52,United Arab Emirates,Arabic,Introvert,Weekly,Comics & Graphic Novels,Moderate
ID0432,47,China,Mandarin Chinese,Introvert,Weekly,Fantasy,Moderate
ID0433,35,India,Hindi,Ambivert,Weekly,History,Moderate
ID0434,74,United Arab Emirates,Arabic,Ambivert,Monthly,Fiction,High
ID0435,19,India,Hindi,Ambivert,Weekly,Business,Low
ID0436,31,South Korea,Korean,Extrovert,Several times a week,Fantasy,Moderate
ID0437,43,Canada,English,Ambivert,Several times a week,Fiction,High
ID0438,67,India,Hindi,Ambivert,Weekly,Fiction,High
ID0439,75,China,Mandarin Chinese,Ambivert,Daily,Romance,High
ID0440,39,Japan,Japanese,Extrovert,Daily,Fantasy,Low
ID0441,56,India,Hindi,Ambivert,Daily,Fiction,Low
ID0442,69,India,Hindi,Extrovert,Rarely,Biography & Memoir,High
ID0443,71,Canada,English,Ambivert,Weekly,Romance,Moderate
ID0444,49,India,Hindi,Ambivert,Daily,Fiction,Low
ID0445,63,India,Hindi,Ambivert,Several times a week,Fantasy,High
ID0446,18,Italy,Italian,Ambivert,Monthly,Business,Moderate
ID0447,66,Nigeria,English,Extrovert,Weekly,Poetry,Moderate
ID0448,31,United States,English,Introvert,Daily,Fantasy,Moderate
ID0449,50,Australia,English,Introvert,Several times a week,Comics & Graphic Novels,Low
ID0450,56,India,Hindi,Introvert,Weekly,Mystery & Thriller,High
ID0451,53,India,Hindi,Extrovert,Rarely,Comics & Graphic Novels,Moderate
ID0452,61,India,Hindi,Extrovert,Monthly,Science Fiction,High
ID0453,62,United Arab Emirates,Arabic,Extrovert,Daily,Business,Moderate
ID0454,56,United States,English,Ambivert,Several times a week,Fantasy,Moderate
ID0455,52,Germany,German,Ambivert,Weekly,Business,Low
ID0456,33,Indonesia,Indonesian,Introvert,Daily,Fiction,Moderate
ID0457,24,India,Hindi,Introvert,Several times a week,Biography & Memoir,Moderate
ID0458,74,United Kingdom,English,Ambivert,Several times a week,Self-Help,High
ID0459,19,China,Mandarin Chinese,Extrovert,Monthly,Biography & Memoir,Moderate
ID0460,73,India,Hindi,Ambivert,Daily,Business,Moderate
ID0461,42,South Africa,English,Introvert,Daily,Fiction,High
ID0462,58,Italy,Italian,Ambivert,Several times a week,Fiction,Low
ID0463,61,Japan,Japanese,Extrovert,Weekly,Science Fiction,Moderate
ID0464,27,United States,English,Ambivert,Monthly,Fiction,Low
ID0465,53,Spain,Spanish,Ambivert,Several times a week,Fiction,High
ID0466,70,United States,English,Ambivert,Daily,Self-Help,Moderate
ID0467,60,Canada,English,Introvert,Daily,Science Fiction,Low
ID0468,57,China,Mandarin Chinese,Extrovert,Several times a week,Mystery & Thriller,Low
ID0469,23,Netherlands,Dutch,Extrovert,Several times a week,Mystery & Thriller,Moderate
ID0470,62,Mexico,Spanish,Ambivert,Rarely,Science & Technology,Moderate
ID0471,75,United States,English,Ambivert,Weekly,Science Fiction,High
ID0472,72,Brazil,Portuguese,Extrovert,Several times a week,Self-Help,Moderate
ID0473,61,India,Hindi,Introvert,Several times a week,Business,Moderate
ID0474,51,Nigeria,English,Ambivert,Several times a week,Fantasy,Moderate
ID0475,24,Italy,Italian,Ambivert,Several times a week,Biography & Memoir,Low
ID0476,48,United States,English,Introvert,Weekly,Science Fiction,Low
ID0477,51,France,French,Ambivert,Daily,Self-Help,High
ID0478,70,India,Hindi,Introvert,Weekly,Mystery & Thriller,High
ID0479,41,Brazil,Portuguese,Ambivert,Weekly,Biography & Memoir,Moderate
ID0480,47,United States,English,Introvert,Rarely,Mystery & Thriller,Moderate
ID0481,62,United Kingdom,English,Extrovert,Daily,Business,High
ID0482,66,India,Hindi,Introvert,Weekly,Self-Help,Moderate
ID0483,47,United States,English,Ambivert,Weekly,Business,High
ID0484,72,Brazil,Portuguese,Introvert,Weekly,Fantasy,Moderate
ID0485,39,India,Hindi,Ambivert,Rarely,Business,Moderate
ID0486,31,India,Hindi,Ambivert,Daily,Fantasy,High
ID0487,55,China,Mandarin Chinese,Ambivert,Weekly,Romance,Moderate
ID0488,42,United States,English,Extrovert,Weekly,Fantasy,Low
ID0489,54,Canada,English,Introvert,Several times a week,Fantasy,Moderate
ID0490,18,South Africa,English,Extrovert,Monthly,Mystery & Thriller,Moderate
ID0491,41,Italy,Italian,Extrovert,Daily,Fiction,High
ID0492,62,United States,English,Extrovert,Daily,Science Fiction,Moderate
ID0493,61,South Africa,English,Ambivert,Daily,Self-Help,Moderate
ID0494,54,Japan,Japanese,Extrovert,Several times a week,History,Moderate
ID0495,25,Australia,English,Extrovert,Daily,Mystery & Thriller,High
ID0496,51,United States,English,Extrovert,Weekly,Biography & Memoir,High
ID0497,34,Mexico,Spanish,Introvert,Monthly,Fiction,High
ID0498,46,United Kingdom,English,Ambivert,Weekly,Biography & Memoir,Low
ID0499,60,Japan,Japanese,Ambivert,Daily,Mystery & Thriller,Moderate
ID0500,22,Japan,Japanese,Ambivert,Several times a week,Romance,Moderate
ID0501,22,India,Hindi,Extrovert,Weekly,Fantasy,Moderate
ID0502,44,United States,English,Introvert,Weekly,Fiction,High
ID0503,32,United Kingdom,English,Introvert,Monthly,History,Moderate
ID0504,68,Germany,German,Extrovert,Daily,Comics & Graphic Novels,High
ID0505,63,Nigeria,English,Extrovert,Several times a week,Fiction,Moderate
ID0506,46,Brazil,Portuguese,Extrovert,Monthly,Poetry,Moderate
ID0507,69,Nigeria,English,Introvert,Several times a week,Science Fiction,Moderate
ID0508,63,Brazil,Portuguese,Ambivert,Several times a week,History,Moderate
ID0509,71,Mexico,Spanish,Ambivert,Weekly,Fantasy,High
ID0510,32,France,French,Extrovert,Monthly,Business,Moderate
ID0511,49,India,Hindi,Introvert,Several times a week,Science Fiction,High
ID0512,68,United States,English,Introvert,Weekly,Business,High
ID0513,47,United States,English,Introvert,Daily,Mystery & Thriller,Moderate
ID0514,61,France,French,Ambivert,Weekly,Romance,Moderate
ID0515,19,Germany,German,Ambivert,Rarely,Fiction,Moderate
ID0516,36,India,Hindi,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID0517,31,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID0518,35,United Arab Emirates,Arabic,Introvert,Monthly,Business,Moderate
ID0519,65,United States,English,Extrovert,Several times a week,Science Fiction,Moderate
ID0520,50,France,French,Ambivert,Daily,Fantasy,Moderate
ID0521,35,India,Hindi,Introvert,Daily,Fiction,Moderate
ID0522,27,India,Hindi,Introvert,Several times a week,Self-Help,High
ID0523,33,India,Hindi,Ambivert,Weekly,Science Fiction,Low
ID0524,38,South Africa,English,Introvert,Weekly,Biography & Memoir,High
ID0525,52,Indonesia,Indonesian,Ambivert,Monthly,Romance,Moderate
ID0526,47,France,French,Ambivert,Several times a week,Fantasy,Low
ID0527,46,India,Hindi,Introvert,Several times a week,Mystery & Thriller,Moderate
ID0528,74,France,French,Ambivert,Monthly,History,Moderate
ID0529,60,United States,English,Ambivert,Daily,Comics & Graphic Novels,Low
ID0530,44,Germany,German,Ambivert,Rarely,Science Fiction,High
ID0531,63,United States,English,Ambivert,Several times a week,Biography & Memoir,Moderate
ID0532,45,India,Hindi,Extrovert,Several times a week,Fantasy,Moderate
ID0533,38,Brazil,Portuguese,Ambivert,Several times a week,Fiction,Moderate
ID0534,73,China,Mandarin Chinese,Extrovert,Weekly,Self-Help,High
ID0535,52,Canada,English,Ambivert,Weekly,Romance,Moderate
ID0536,72,Japan,Japanese,Introvert,Rarely,Romance,High
ID0537,31,Italy,Italian,Introvert,Several times a week,Mystery & Thriller,Moderate
ID0538,74,Australia,English,Extrovert,Several times a week,Self-Help,High
ID0539,22,India,Hindi,Introvert,Daily,Self-Help,High
ID0540,68,China,Mandarin Chinese,Extrovert,Daily,Fiction,Moderate
ID0541,64,United States,English,Ambivert,Several times a week,Fiction,Moderate
ID0542,53,Spain,Spanish,Extrovert,Several times a week,Fiction,High
ID0543,24,Sweden,Swedish,Ambivert,Monthly,Self-Help,Moderate
ID0544,56,Germany,German,Ambivert,Weekly,Self-Help,High
ID0545,35,Indonesia,Indonesian,Ambivert,Rarely,Mystery & Thriller,Moderate
ID0546,34,Germany,German,Introvert,Rarely,Self-Help,Low
ID0547,24,United Kingdom,English,Introvert,Weekly,History,Moderate
ID0548,19,Mexico,Spanish,Extrovert,Monthly,Fiction,High
ID0549,44,United States,English,Introvert,Several times a week,Science Fiction,Low
ID0550,20,United States,English,Ambivert,Daily,Fiction,Moderate
ID0551,23,South Korea,Korean,Ambivert,Several times a week,Science Fiction,High
ID0552,51,South Korea,Korean,Extrovert,Monthly,Fantasy,Moderate
ID0553,58,Netherlands,Dutch,Extrovert,Weekly,Fiction,High
ID0554,68,Spain,Spanish,Extrovert,Weekly,Biography & Memoir,High
ID0555,50,Australia,English,Introvert,Monthly,Mystery & Thriller,Moderate
ID0556,41,United States,English,Ambivert,Several times a week,Mystery & Thriller,High
ID0557,23,United States,English,Introvert,Several times a week,Romance,Moderate
ID0558,22,Germany,German,Introvert,Monthly,Fiction,Moderate
ID0559,66,Brazil,Portuguese,Ambivert,Several times a week,Fantasy,High
ID0560,66,India,Hindi,Extrovert,Rarely,Romance,Low
ID0561,52,United Arab Emirates,Arabic,Extrovert,Daily,Mystery & Thriller,Moderate
ID0562,65,United Kingdom,English,Extrovert,Several times a week,Fiction,High
ID0563,72,India,Hindi,Introvert,Daily,Romance,Low
ID0564,24,India,Hindi,Ambivert,Several times a week,Fantasy,Moderate
ID0565,22,South Korea,Korean,Introvert,Rarely,Fiction,High
ID0566,49,India,Hindi,Extrovert,Daily,Fiction,Low
ID0567,23,China,Mandarin Chinese,Ambivert,Weekly,Fantasy,High
ID0568,29,India,Hindi,Extrovert,Several times a week,Romance,Low
ID0569,64,Germany,German,Ambivert,Daily,Mystery & Thriller,High
ID0570,52,Brazil,Portuguese,Ambivert,Rarely,History,Moderate
ID0571,63,Japan,Japanese,Ambivert,Daily,Biography & Memoir,Moderate
ID0572,55,Canada,English,Introvert,Several times a week,History,Low
ID0573,46,Indonesia,Indonesian,Ambivert,Several times a week,Biography & Memoir,Moderate
ID0574,68,India,Hindi,Ambivert,Several times a week,Romance,High
ID0575,35,Brazil,Portuguese,Introvert,Weekly,Fantasy,Low
ID0576,48,Japan,Japanese,Introvert,Daily,Biography & Memoir,High
ID0577,73,India,Hindi,Ambivert,Daily,History,High
ID0578,50,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID0579,70,South Korea,Korean,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID0580,46,China,Mandarin Chinese,Ambivert,Daily,Fiction,High
ID0581,35,Australia,English,Introvert,Weekly,Romance,Low
ID0582,67,Brazil,Portuguese,Ambivert,Weekly,Science Fiction,High
ID0583,55,United States,English,Ambivert,Daily,Biography & Memoir,Moderate
ID0584,55,United States,English,Introvert,Daily,Comics & Graphic Novels,Moderate
ID0585,57,United States,English,Introvert,Weekly,Poetry,High
ID0586,65,Australia,English,Introvert,Monthly,Fiction,High
ID0587,49,India,Hindi,Introvert,Weekly,Fiction,Moderate
ID0588,70,Spain,Spanish,Introvert,Several times a week,Comics & Graphic Novels,Moderate
ID0589,51,United States,English,Extrovert,Weekly,Biography & Memoir,Low
ID0590,35,India,Hindi,Extrovert,Weekly,Fiction,High
ID0591,42,Mexico,Spanish,Introvert,Rarely,Fiction,Low
ID0592,71,Nigeria,English,Introvert,Weekly,Science Fiction,High
ID0593,63,United States,English,Ambivert,Several times a week,Biography & Memoir,Moderate
ID0594,66,Brazil,Portuguese,Ambivert,Weekly,Biography & Memoir,Moderate
ID0595,45,India,Hindi,Ambivert,Several times a week,Poetry,Moderate
ID0596,48,South Korea,Korean,Introvert,Several times a week,Fiction,Moderate
ID0597,58,Australia,English,Extrovert,Daily,Fantasy,Low
ID0598,61,Germany,German,Extrovert,Daily,Fiction,Low
ID0599,22,India,Hindi,Introvert,Several times a week,History,Moderate
ID0600,73,Nigeria,English,Introvert,Weekly,Fiction,Low
ID0601,44,Indonesia,Indonesian,Extrovert,Several times a week,Mystery & Thriller,Moderate
ID0602,25,India,Hindi,Ambivert,Monthly,History,High
ID0603,40,China,Mandarin Chinese,Introvert,Several times a week,Romance,Moderate
ID0604,26,Canada,English,Introvert,Several times a week,Fantasy,Moderate
ID0605,44,South Korea,Korean,Ambivert,Several times a week,Romance,Moderate
ID0606,24,India,Hindi,Introvert,Monthly,Mystery & Thriller,Low
ID0607,43,Australia,English,Introvert,Daily,Mystery & Thriller,Moderate
ID0608,36,China,Mandarin Chinese,Ambivert,Daily,Science Fiction,Moderate
ID0609,45,India,Hindi,Introvert,Monthly,Fantasy,High
ID0610,72,Nigeria,English,Extrovert,Several times a week,Fiction,High
ID0611,67,Indonesia,Indonesian,Ambivert,Daily,Fiction,Moderate
ID0612,35,United Kingdom,English,Extrovert,Rarely,Romance,Moderate
ID0613,38,United Kingdom,English,Extrovert,Several times a week,Self-Help,Moderate
ID0614,40,South Africa,English,Extrovert,Daily,Self-Help,Low
ID0615,72,India,Hindi,Introvert,Daily,Mystery & Thriller,Low
ID0616,31,Italy,Italian,Ambivert,Rarely,Self-Help,High
ID0617,36,China,Mandarin Chinese,Introvert,Monthly,Mystery & Thriller,High
ID0618,74,Nigeria,English,Ambivert,Daily,Comics & Graphic Novels,Low
ID0619,56,Mexico,Spanish,Introvert,Daily,Fiction,High
ID0620,19,France,French,Introvert,Several times a week,Fiction,High
ID0621,58,Netherlands,Dutch,Introvert,Rarely,Romance,Low
ID0622,40,China,Mandarin Chinese,Introvert,Weekly,Business,Moderate
ID0623,63,France,French,Ambivert,Weekly,Fiction,High
ID0624,29,Sweden,Swedish,Ambivert,Weekly,Fiction,High
ID0625,43,Italy,Italian,Extrovert,Several times a week,Fantasy,Moderate
ID0626,18,Spain,Spanish,Extrovert,Weekly,Biography & Memoir,Moderate
ID0627,74,Brazil,Portuguese,Ambivert,Daily,Fiction,Low
ID0628,46,United Kingdom,English,Extrovert,Weekly,Business,High
ID0629,69,United States,English,Extrovert,Weekly,Fiction,Moderate
ID0630,38,Canada,English,Introvert,Daily,Comics & Graphic Novels,Low
ID0631,24,France,French,Introvert,Weekly,Biography & Memoir,Moderate
ID0632,61,United Kingdom,English,Introvert,Daily,Biography & Memoir,High
ID0633,41,Sweden,Swedish,Extrovert,Several times a week,Science Fiction,Low
ID0634,57,United States,English,Ambivert,Weekly,Fiction,Moderate
ID0635,44,United Kingdom,English,Ambivert,Daily,Self-Help,Moderate
ID0636,61,India,Hindi,Ambivert,Several times a week,Self-Help,Moderate
ID0637,44,Netherlands,Dutch,Extrovert,Weekly,Fantasy,Low
ID0638,56,Italy,Italian,Introvert,Monthly,Mystery & Thriller,Moderate
ID0639,29,Germany,German,Ambivert,Several times a week,Science Fiction,Low
ID0640,26,China,Mandarin Chinese,Introvert,Several times a week,Science Fiction,High
ID0641,25,United States,English,Ambivert,Rarely,Biography & Memoir,Low
ID0642,23,Spain,Spanish,Extrovert,Weekly,Fiction,Moderate
ID0643,51,India,Hindi,Ambivert,Weekly,Mystery & Thriller,Moderate
ID0644,41,Canada,English,Introvert,Weekly,Fiction,Moderate
ID0645,41,India,Hindi,Ambivert,Several times a week,Fiction,High
ID0646,51,India,Hindi,Extrovert,Daily,Comics & Graphic Novels,High
ID0647,57,Japan,Japanese,Extrovert,Weekly,Self-Help,Moderate
ID0648,73,Australia,English,Extrovert,Several times a week,Fiction,High
ID0649,73,India,Hindi,Introvert,Weekly,Comics & Graphic Novels,Low
ID0650,47,Spain,Spanish,Ambivert,Monthly,Poetry,Moderate
ID0651,56,Mexico,Spanish,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID0652,32,United Arab Emirates,Arabic,Extrovert,Daily,Mystery & Thriller,Moderate
ID0653,37,France,French,Extrovert,Weekly,Romance,High
ID0654,66,South Korea,Korean,Ambivert,Several times a week,Fantasy,Moderate
ID0655,56,United States,English,Ambivert,Daily,Fiction,High
ID0656,70,Spain,Spanish,Extrovert,Daily,Fiction,Low
ID0657,74,South Africa,English,Ambivert,Rarely,Romance,Moderate
ID0658,23,Australia,English,Introvert,Monthly,Self-Help,Moderate
ID0659,28,India,Hindi,Ambivert,Monthly,Fantasy,Moderate
ID0660,18,Spain,Spanish,Ambivert,Daily,History,Low
ID0661,51,India,Hindi,Introvert,Weekly,Romance,Moderate
ID0662,41,Spain,Spanish,Introvert,Daily,Science Fiction,Moderate
ID0663,19,United Arab Emirates,Arabic,Ambivert,Monthly,Mystery & Thriller,Low
ID0664,41,South Africa,English,Introvert,Weekly,Self-Help,High
ID0665,25,India,Hindi,Introvert,Several times a week,Self-Help,Moderate
ID0666,50,South Korea,Korean,Introvert,Daily,Mystery & Thriller,Moderate
ID0667,69,China,Mandarin Chinese,Extrovert,Weekly,Science Fiction,Moderate
ID0668,19,China,Mandarin Chinese,Ambivert,Monthly,Fiction,High
ID0669,45,United States,English,Ambivert,Monthly,History,High
ID0670,27,Nigeria,English,Introvert,Monthly,Business,Moderate
ID0671,44,United States,English,Ambivert,Weekly,History,High
ID0672,38,India,Hindi,Introvert,Several times a week,Mystery & Thriller,Moderate
ID0673,43,Germany,German,Ambivert,Several times a week,History,High
ID0674,67,India,Hindi,Ambivert,Rarely,Mystery & Thriller,Moderate
ID0675,19,Sweden,Swedish,Ambivert,Several times a week,Poetry,Moderate
